transaction_id,customer_id,transaction_date,customer_age,customer_location,quantity,unit_price,total_amount,payment_method,shipping_speed,customer_history_orders,discount_applied,discount_percentage,shipping_cost,delivery_time_days,refund_requested,velocity_flag,geolocation_mismatch,device_fingerprint_new,involves_counterfeit
TXN_180750,CUST_10341,2025-04-28 10:03:49,67,IN,3,153.14,459.42,Credit Card,Standard,31,True,47.3,12.6,6,False,False,False,False,False
TXN_673308,CUST_77778,2024-11-10 12:50:08,24,MX,10,79.02,790.2,Credit Card,Standard,3,True,31.4,14.83,2,False,False,False,False,True
TXN_600438,CUST_39703,2024-12-02 19:10:24,67,JP,4,202.54,810.18,PayPal,Express,3,False,0.0,5.32,1,False,False,False,False,False
TXN_161041,CUST_72196,2024-08-02 03:06:14,33,DE,3,216.04,648.11,Debit Card,Standard,17,False,0.0,20.03,14,False,False,False,False,False
TXN_447405,CUST_47540,2024-08-16 13:52:34,67,JP,3,89.02,267.07,Debit Card,Express,19,False,0.0,24.78,28,False,False,False,False,False
TXN_142704,CUST_73988,2024-12-05 19:46:53,66,AU,2,48.9,97.8,Credit Card,Standard,2,True,13.9,16.42,23,True,False,False,False,True
TXN_745857,CUST_34404,2025-05-29 11:31:17,38,BR,4,112.59,450.34,Credit Card,Express,23,False,0.0,15.2,7,True,False,False,True,False
TXN_953049,CUST_16672,2024-09-02 23:14:35,46,MX,4,213.13,852.53,Debit Card,Priority,26,True,38.2,6.07,17,False,False,True,False,False
TXN_190646,CUST_30961,2025-03-12 10:08:34,35,FR,1,245.12,245.12,Credit Card,Express,12,False,0.0,11.16,11,False,False,False,False,False
TXN_136912,CUST_99452,2025-03-13 15:38:03,43,GB,1,273.52,273.52,Apple Pay,Priority,40,False,0.0,11.92,15,False,False,False,False,False
TXN_567000,CUST_34296,2024-08-22 13:48:38,33,JP,16,9.26,148.11,Credit Card,Standard,2,False,0.0,19.04,12,False,True,False,False,True
TXN_481134,CUST_80766,2024-07-20 00:18:59,44,MX,2,266.37,532.74,PayPal,Priority,11,False,0.0,8.52,18,False,False,True,False,False
TXN_920504,CUST_69607,2025-04-18 18:38:19,75,FR,4,104.41,417.65,Credit Card,Express,21,True,47.8,23.0,28,False,False,False,False,False
TXN_662025,CUST_84481,2024-07-18 09:05:24,79,IN,3,222.16,666.49,Credit Card,Standard,14,True,42.7,23.26,22,False,False,False,False,False
TXN_775967,CUST_28026,2025-01-05 06:01:17,22,AU,1,269.72,269.72,Debit Card,Priority,45,False,0.0,19.93,5,False,False,True,False,False
TXN_375772,CUST_12564,2024-08-28 18:36:04,43,MX,4,165.22,660.89,Credit Card,Express,31,True,33.1,9.78,20,False,False,False,False,False
TXN_958985,CUST_28256,2024-11-21 20:26:02,29,GB,3,14.52,43.57,Cryptocurrency,Standard,4,True,47.2,12.87,25,True,False,False,False,True
TXN_442764,CUST_61925,2025-06-26 00:46:32,30,IN,2,170.78,341.56,Apple Pay,Standard,28,False,0.0,12.46,11,False,False,False,False,False
TXN_400203,CUST_85213,2025-05-16 02:01:24,69,JP,3,216.89,650.67,PayPal,Standard,35,False,0.0,14.55,23,False,False,False,False,False
TXN_455111,CUST_27116,2024-11-04 07:54:55,59,JP,3,131.09,393.26,Apple Pay,Express,5,True,32.8,6.07,25,False,False,False,False,False
TXN_179101,CUST_62794,2024-12-24 09:32:52,44,DE,16,93.41,1494.61,Wire Transfer,Standard,2,False,0.0,16.12,8,False,True,False,False,True
TXN_829539,CUST_27485,2024-10-20 00:39:39,34,BR,1,210.51,210.51,Credit Card,Priority,34,False,0.0,14.09,22,False,True,False,False,False
TXN_737672,CUST_18789,2024-08-05 05:07:43,45,CA,16,46.44,743.09,Credit Card,Economy,0,False,0.0,20.29,23,True,False,False,False,True
TXN_331649,CUST_87167,2024-12-16 11:44:59,33,MX,4,128.37,513.48,Credit Card,Standard,1,False,0.0,21.07,15,False,False,False,True,False
TXN_895864,CUST_25402,2025-04-07 19:36:31,22,FR,4,243.9,975.59,Apple Pay,Express,38,False,0.0,17.5,7,False,False,False,False,False
TXN_257170,CUST_20477,2024-11-18 13:46:51,60,GB,3,299.13,897.38,PayPal,Priority,19,False,0.0,16.18,1,False,True,False,False,False
TXN_787277,CUST_51611,2024-12-04 08:36:43,46,DE,4,69.13,276.5,Credit Card,Express,41,False,0.0,9.04,2,True,False,False,False,False
TXN_135574,CUST_38636,2025-03-04 08:34:55,56,GB,3,197.6,592.81,Credit Card,Priority,2,False,0.0,12.25,28,False,False,True,False,False
TXN_365522,CUST_41863,2024-08-06 05:52:37,77,JP,8,26.33,210.65,PayPal,Standard,3,True,48.4,21.73,23,True,False,False,False,True
TXN_657450,CUST_43239,2025-04-21 09:39:46,74,DE,10,16.93,169.27,PayPal,Economy,4,True,37.0,18.29,28,False,False,False,False,True
TXN_125039,CUST_68305,2025-03-06 07:19:21,43,CA,4,186.99,747.95,PayPal,Express,22,False,0.0,17.41,6,False,False,False,False,False
TXN_195114,CUST_94393,2025-06-18 11:26:37,64,AU,1,145.41,145.41,Credit Card,Standard,47,False,0.0,15.18,1,False,False,False,False,False
TXN_395527,CUST_48557,2024-11-29 19:30:10,54,DE,1,107.14,107.14,Credit Card,Standard,6,False,0.0,16.63,4,False,True,False,False,False
TXN_162798,CUST_87859,2025-02-07 13:07:30,20,GB,1,145.08,145.08,Credit Card,Express,40,False,0.0,6.74,24,False,False,False,False,False
TXN_342068,CUST_88056,2025-02-18 15:55:24,60,CA,4,195.79,783.18,Credit Card,Standard,19,True,34.6,22.16,25,False,False,True,True,False
TXN_247488,CUST_74496,2025-04-19 09:43:52,23,FR,12,50.39,604.73,Cryptocurrency,Economy,4,False,0.0,21.4,17,False,True,False,False,True
TXN_118325,CUST_86881,2024-11-22 20:10:12,49,BR,18,59.26,1066.6,PayPal,Standard,1,True,28.1,22.64,23,True,True,False,False,True
TXN_915756,CUST_78779,2025-02-27 22:40:27,74,US,15,6.05,90.75,Credit Card,Economy,2,True,42.1,10.65,15,False,False,False,False,True
TXN_429943,CUST_69068,2024-09-05 14:05:45,78,IN,2,140.22,280.44,Apple Pay,Standard,46,False,0.0,13.13,22,False,False,False,False,False
TXN_800389,CUST_22582,2025-04-24 19:31:30,79,IN,2,112.39,224.78,Apple Pay,Priority,28,False,0.0,5.32,2,True,True,False,False,False
TXN_220744,CUST_29001,2024-10-20 07:59:57,21,DE,3,280.7,842.1,Credit Card,Priority,32,True,12.1,24.8,16,False,False,False,False,False
TXN_715875,CUST_45547,2024-10-31 09:44:43,59,CA,2,210.35,420.7,PayPal,Express,1,False,0.0,10.72,9,False,False,False,False,False
TXN_450142,CUST_14944,2025-06-24 22:52:17,53,DE,2,41.99,83.99,Debit Card,Express,31,False,0.0,19.8,2,False,False,True,False,False
TXN_279044,CUST_97680,2024-12-20 07:11:11,70,JP,15,67.94,1019.17,Credit Card,Standard,3,False,0.0,16.96,20,False,False,False,False,True
TXN_652448,CUST_56538,2024-08-18 11:06:18,34,AU,4,114.98,459.9,Credit Card,Standard,18,False,0.0,22.45,3,False,True,True,False,False
TXN_650446,CUST_42494,2025-03-18 15:19:48,66,AU,18,64.54,1161.68,Wire Transfer,Economy,4,True,8.7,24.32,10,True,False,True,False,True
TXN_760532,CUST_41870,2024-12-03 14:54:37,24,JP,2,117.69,235.38,Debit Card,Express,1,False,0.0,16.52,12,False,False,True,False,False
TXN_801251,CUST_82038,2024-10-10 06:20:13,73,US,3,101.49,304.46,Apple Pay,Standard,37,False,0.0,21.91,4,False,False,False,False,False
TXN_759502,CUST_37376,2024-10-10 14:10:40,60,BR,4,202.79,811.16,Apple Pay,Priority,36,False,0.0,14.23,16,False,False,False,False,False
TXN_135507,CUST_15036,2024-10-06 06:44:11,57,IN,19,82.32,1564.15,Cryptocurrency,Economy,1,True,46.7,18.15,12,False,False,False,False,True
TXN_563413,CUST_18716,2024-12-06 11:52:10,27,AU,4,120.79,483.15,Apple Pay,Standard,2,False,0.0,15.06,9,True,True,True,False,False
TXN_483639,CUST_56149,2025-03-25 13:29:18,78,DE,1,88.46,88.46,Debit Card,Standard,17,False,0.0,13.1,3,False,False,True,False,False
TXN_751736,CUST_25636,2024-07-29 17:02:24,71,CA,4,238.15,952.62,Apple Pay,Express,23,False,0.0,5.77,6,False,False,False,True,False
TXN_881018,CUST_36316,2025-04-03 10:14:50,78,BR,4,235.05,940.2,PayPal,Express,45,True,12.2,16.99,1,False,False,False,True,False
TXN_131236,CUST_86000,2024-10-14 03:03:52,47,DE,2,87.86,175.72,Debit Card,Priority,39,False,0.0,5.76,29,False,False,False,False,False
TXN_169553,CUST_94924,2024-09-01 21:52:16,65,FR,3,65.06,195.17,Debit Card,Standard,2,False,0.0,17.34,25,False,False,False,False,False
TXN_139710,CUST_54408,2025-06-15 14:03:52,76,CA,3,44.23,132.7,Credit Card,Standard,15,False,0.0,6.09,7,True,False,False,True,False
TXN_700461,CUST_88686,2024-12-27 19:05:11,26,FR,1,284.74,284.74,PayPal,Express,2,False,0.0,23.0,16,False,False,False,False,False
TXN_763297,CUST_17630,2025-05-09 18:57:16,23,JP,11,12.47,137.19,Cryptocurrency,Standard,0,False,0.0,18.66,5,True,False,False,False,True
TXN_644619,CUST_64034,2025-01-19 07:46:26,18,AU,11,77.41,851.5,Cryptocurrency,Standard,3,False,0.0,16.78,12,False,False,False,False,True
TXN_857016,CUST_16774,2024-08-07 10:36:52,77,BR,2,160.16,320.32,PayPal,Standard,24,True,24.3,19.05,20,False,False,False,False,False
TXN_915446,CUST_74708,2025-05-19 08:06:04,77,IN,4,32.53,130.14,PayPal,Standard,6,True,45.2,22.53,8,False,False,True,False,False
TXN_634369,CUST_94516,2024-08-02 17:21:39,43,MX,1,271.34,271.34,PayPal,Standard,14,True,33.7,21.98,4,False,True,False,False,False
TXN_523918,CUST_10475,2025-04-10 01:02:58,35,JP,1,195.82,195.82,Debit Card,Priority,4,False,0.0,21.46,5,False,False,True,False,False
TXN_543838,CUST_78800,2025-03-05 18:44:21,30,US,2,34.59,69.17,Apple Pay,Express,13,True,44.7,16.81,12,False,False,False,True,False
TXN_656375,CUST_98887,2025-05-30 13:01:11,75,MX,4,26.83,107.32,Cryptocurrency,Standard,0,False,0.0,20.4,5,True,False,False,False,True
TXN_972518,CUST_52466,2024-08-25 22:40:18,55,AU,1,68.75,68.75,Credit Card,Priority,17,False,0.0,7.91,5,False,False,False,False,False
TXN_864689,CUST_25331,2024-08-09 12:38:08,29,DE,4,117.15,468.61,PayPal,Express,43,False,0.0,9.93,27,False,False,True,False,False
TXN_217913,CUST_39263,2024-10-03 22:00:07,55,JP,1,257.74,257.74,Apple Pay,Standard,19,False,0.0,23.85,12,False,False,False,False,False
TXN_597193,CUST_95448,2025-02-10 20:24:23,61,MX,1,223.37,223.37,PayPal,Priority,42,True,28.5,21.63,1,False,False,False,False,False
TXN_534329,CUST_46825,2024-09-13 15:48:42,32,IN,2,252.44,504.89,Credit Card,Priority,11,True,47.3,8.53,10,False,False,False,True,False
TXN_104944,CUST_49072,2024-10-17 06:27:29,68,IN,4,207.86,831.45,Apple Pay,Standard,34,False,0.0,19.55,20,False,False,False,False,False
TXN_353196,CUST_22319,2024-08-28 03:43:38,56,US,2,251.89,503.79,PayPal,Express,16,False,0.0,18.2,19,False,True,False,False,False
TXN_985461,CUST_14681,2024-09-12 01:29:48,25,BR,1,83.05,83.05,Apple Pay,Express,30,False,0.0,6.93,2,False,False,True,False,False
TXN_690758,CUST_84800,2025-01-13 10:24:38,54,MX,10,13.51,135.13,PayPal,Economy,0,False,0.0,18.12,27,True,False,True,False,True
TXN_562020,CUST_87566,2024-09-07 08:09:01,34,US,19,79.43,1509.17,Cryptocurrency,Economy,1,False,0.0,9.29,20,True,False,False,False,True
TXN_413947,CUST_94355,2024-12-06 05:57:47,20,CA,3,120.51,361.52,Debit Card,Standard,42,True,24.9,10.25,10,False,False,False,False,False
TXN_573596,CUST_37319,2025-03-16 21:40:38,51,FR,4,144.45,577.79,PayPal,Standard,49,True,19.8,20.6,12,False,False,False,False,False
TXN_313320,CUST_76559,2024-08-28 05:12:57,77,MX,1,22.94,22.94,Cryptocurrency,Economy,1,False,0.0,15.87,29,False,False,False,False,True
TXN_524672,CUST_98384,2025-05-05 15:14:24,64,GB,2,95.94,191.87,Credit Card,Priority,33,False,0.0,11.83,10,False,False,False,False,False
TXN_919866,CUST_56977,2025-02-04 00:21:36,47,AU,14,7.95,111.26,Wire Transfer,Standard,2,True,15.8,7.58,26,False,False,False,False,True
TXN_263871,CUST_92940,2025-03-14 20:42:04,33,BR,1,138.95,138.95,Debit Card,Express,36,True,42.5,18.68,20,False,True,False,True,False
TXN_808404,CUST_89939,2025-05-12 07:14:14,22,US,19,73.28,1392.27,Cryptocurrency,Economy,3,True,21.1,14.67,2,False,False,False,True,True
TXN_386601,CUST_61461,2024-08-25 21:56:21,57,MX,6,49.83,299.0,Credit Card,Economy,3,False,0.0,14.19,24,False,False,False,False,True
TXN_670280,CUST_30311,2025-06-20 09:15:20,26,US,4,169.89,679.55,Debit Card,Express,5,False,0.0,21.03,24,False,False,False,False,False
TXN_587807,CUST_50794,2025-05-25 10:56:18,65,AU,18,21.7,390.53,Cryptocurrency,Economy,3,False,0.0,13.7,25,False,False,False,False,True
TXN_746863,CUST_59298,2025-05-08 10:40:25,25,GB,18,10.17,183.01,Credit Card,Economy,4,False,0.0,6.46,6,True,False,False,False,True
TXN_581206,CUST_18078,2025-02-03 23:12:16,76,US,3,86.81,260.43,Apple Pay,Standard,29,True,13.5,7.66,25,False,False,False,False,False
TXN_682512,CUST_27232,2024-08-10 03:31:58,21,IN,19,96.83,1839.85,PayPal,Standard,2,True,14.3,14.78,28,False,False,False,False,True
TXN_260749,CUST_85123,2025-05-07 14:11:35,62,AU,2,114.14,228.28,Apple Pay,Express,24,False,0.0,19.78,11,False,False,False,False,False
TXN_525952,CUST_36244,2024-09-28 07:12:36,44,BR,1,61.33,61.33,PayPal,Express,12,False,0.0,20.21,6,False,False,False,False,False
TXN_516843,CUST_46279,2024-08-20 04:00:36,71,BR,2,63.41,126.83,Credit Card,Express,11,False,0.0,23.27,7,False,False,False,False,False
TXN_654423,CUST_49013,2025-03-25 22:55:36,74,BR,4,208.64,834.55,Apple Pay,Priority,20,False,0.0,5.37,2,False,False,False,False,False
TXN_937447,CUST_71085,2025-03-20 13:26:32,44,DE,4,93.17,372.66,PayPal,Economy,2,False,0.0,5.46,10,True,False,False,False,True
TXN_607698,CUST_19425,2025-04-25 11:35:57,54,FR,1,35.12,35.12,Cryptocurrency,Standard,1,False,0.0,22.34,22,True,False,False,True,True
TXN_492738,CUST_31788,2025-05-16 16:19:16,19,BR,1,274.79,274.79,Apple Pay,Standard,48,False,0.0,5.74,8,False,False,False,False,False
TXN_685600,CUST_71186,2024-07-15 04:30:45,73,IN,2,74.8,149.6,Apple Pay,Express,48,False,0.0,7.41,9,False,False,True,False,False
TXN_113558,CUST_32712,2025-01-20 05:16:02,36,US,14,44.85,627.94,Wire Transfer,Standard,4,False,0.0,5.68,15,False,False,False,False,True
TXN_706765,CUST_72692,2024-09-08 14:52:39,24,BR,3,255.81,767.43,Apple Pay,Express,48,False,0.0,18.3,12,False,False,False,True,False
TXN_672352,CUST_30654,2025-05-19 11:21:15,46,US,1,68.54,68.54,Debit Card,Express,3,True,39.9,7.63,20,False,False,False,False,False
TXN_668191,CUST_50241,2024-12-02 15:46:51,72,DE,4,68.21,272.83,Debit Card,Standard,49,False,0.0,18.8,15,False,False,True,False,False
TXN_469674,CUST_37522,2025-07-02 22:15:46,41,GB,7,51.84,362.89,Credit Card,Standard,2,True,36.2,7.5,13,False,False,False,False,True
TXN_375833,CUST_81490,2024-10-29 16:54:09,70,US,1,274.57,274.57,Apple Pay,Priority,21,False,0.0,22.07,29,False,False,False,False,False
TXN_124308,CUST_29162,2025-01-10 07:21:54,47,JP,3,156.47,469.42,Credit Card,Express,15,False,0.0,19.89,27,True,False,False,False,False
TXN_789261,CUST_73039,2024-12-28 11:08:03,61,US,14,65.84,921.74,Cryptocurrency,Economy,3,True,13.7,13.43,15,False,False,True,True,True
TXN_901242,CUST_46854,2025-05-10 03:58:48,27,JP,2,157.79,315.59,Debit Card,Express,9,False,0.0,9.18,24,False,False,False,False,False
TXN_885344,CUST_90037,2025-07-01 17:22:08,23,IN,1,31.32,31.32,PayPal,Express,45,False,0.0,19.12,23,False,False,False,True,False
TXN_176861,CUST_27330,2025-01-11 00:09:03,49,IN,3,169.28,507.83,Credit Card,Standard,37,False,0.0,23.5,11,False,True,True,False,False
TXN_297996,CUST_67758,2024-10-01 11:11:18,47,BR,8,80.74,645.93,Cryptocurrency,Economy,0,False,0.0,16.67,7,False,False,False,False,True
TXN_567243,CUST_68664,2025-04-22 00:08:42,30,AU,4,258.25,1033.0,PayPal,Standard,24,True,35.0,6.14,6,False,False,False,False,False
TXN_899693,CUST_11985,2024-12-31 18:55:36,71,CA,1,239.12,239.12,PayPal,Express,35,False,0.0,9.65,26,False,False,False,False,False
TXN_571589,CUST_63176,2024-10-27 05:13:50,20,MX,1,262.74,262.74,Credit Card,Priority,2,False,0.0,24.0,8,False,False,False,True,False
TXN_535886,CUST_73081,2024-09-07 08:26:48,64,IN,2,268.65,537.31,Debit Card,Express,38,False,0.0,9.82,23,False,False,False,True,False
TXN_679205,CUST_68776,2025-05-16 12:28:53,76,GB,1,57.14,57.14,Debit Card,Express,16,False,0.0,23.87,20,False,False,False,False,False
TXN_570111,CUST_95415,2025-06-09 14:30:49,36,US,2,255.23,510.45,Apple Pay,Express,48,True,36.4,16.83,5,False,False,False,False,False
TXN_216556,CUST_34878,2024-10-01 00:22:23,25,JP,14,52.86,740.09,Wire Transfer,Economy,2,False,0.0,7.29,13,False,False,False,False,True
TXN_252291,CUST_76442,2024-09-11 16:35:31,19,BR,2,230.29,460.58,Debit Card,Express,18,False,0.0,24.16,6,False,False,False,True,False
TXN_849553,CUST_26518,2024-12-21 13:42:06,64,BR,1,29.06,29.06,PayPal,Priority,21,False,0.0,7.19,16,False,False,False,False,False
TXN_151439,CUST_16680,2025-07-02 01:27:05,42,MX,1,141.07,141.07,Credit Card,Priority,7,True,5.5,8.14,27,True,False,False,False,False
TXN_920122,CUST_88418,2024-08-18 11:08:32,25,CA,4,267.67,1070.66,Debit Card,Standard,36,False,0.0,6.51,24,False,True,False,True,False
TXN_721956,CUST_16825,2025-05-26 01:17:29,31,JP,4,125.17,500.68,PayPal,Standard,19,True,40.6,10.19,3,False,False,False,False,False
TXN_601196,CUST_36608,2025-01-18 22:32:11,20,FR,14,60.13,841.81,Credit Card,Standard,0,True,31.0,15.25,22,True,False,True,False,True
TXN_586310,CUST_86797,2025-03-29 23:11:53,50,IN,3,117.27,351.8,Debit Card,Standard,40,False,0.0,11.43,27,False,False,False,False,False
TXN_722001,CUST_62067,2025-04-07 21:00:51,73,AU,11,83.25,915.71,Credit Card,Standard,1,False,0.0,21.07,12,True,False,False,False,True
TXN_518723,CUST_86744,2024-12-02 10:01:18,50,DE,6,15.87,95.2,Wire Transfer,Economy,3,False,0.0,12.19,24,True,False,False,True,True
TXN_469308,CUST_89367,2024-07-17 00:26:27,30,JP,3,165.69,497.08,Debit Card,Express,29,False,0.0,14.81,24,False,False,True,False,False
TXN_359708,CUST_51946,2024-10-05 13:51:08,68,GB,2,275.82,551.65,Credit Card,Standard,22,False,0.0,9.92,26,False,False,False,False,False
TXN_855829,CUST_61089,2025-02-06 09:53:11,27,MX,15,70.19,1052.83,PayPal,Standard,0,True,42.7,20.46,22,False,False,False,False,True
TXN_285998,CUST_61071,2024-10-19 09:42:35,25,IN,11,45.8,503.85,Wire Transfer,Economy,1,False,0.0,16.64,6,False,False,False,False,True
TXN_900212,CUST_25861,2025-05-04 10:29:35,18,GB,2,32.55,65.1,Debit Card,Express,2,False,0.0,14.6,1,False,False,False,False,False
TXN_207960,CUST_48528,2024-11-11 23:05:57,47,MX,1,122.95,122.95,Credit Card,Standard,27,True,30.6,23.54,13,False,False,False,False,False
TXN_937364,CUST_50547,2025-01-06 19:09:52,38,BR,2,200.84,401.67,PayPal,Standard,18,True,24.4,15.65,10,False,False,False,False,False
TXN_178696,CUST_26374,2024-11-20 04:34:43,75,JP,4,259.23,1036.92,Debit Card,Express,42,False,0.0,11.66,26,False,False,True,True,False
TXN_370726,CUST_49050,2025-05-02 08:18:21,46,MX,2,29.44,58.87,Cryptocurrency,Economy,4,False,0.0,8.43,27,False,False,False,False,True
TXN_899000,CUST_37063,2024-12-22 02:00:28,65,IN,2,87.03,174.07,PayPal,Express,29,False,0.0,17.76,18,False,False,False,False,False
TXN_560810,CUST_82163,2025-04-12 17:13:45,48,GB,10,32.38,323.75,Wire Transfer,Standard,4,False,0.0,22.66,12,False,False,True,False,True
TXN_273776,CUST_34836,2025-05-31 15:59:44,20,JP,4,207.95,831.81,Debit Card,Priority,9,True,38.8,9.93,17,False,False,False,False,False
TXN_629518,CUST_71765,2024-11-26 11:55:04,47,MX,15,41.76,626.34,Credit Card,Economy,4,False,0.0,20.73,21,False,False,False,False,True
TXN_313155,CUST_71807,2024-07-09 03:33:49,57,FR,3,217.94,653.82,PayPal,Priority,17,True,43.2,12.98,22,False,True,True,True,False
TXN_575322,CUST_57128,2025-06-13 14:55:55,30,BR,2,116.24,232.49,Credit Card,Standard,25,False,0.0,16.12,15,True,False,False,False,False
TXN_516590,CUST_13758,2025-02-09 01:17:25,64,GB,4,259.05,1036.22,Credit Card,Priority,23,False,0.0,20.4,26,False,False,False,True,False
TXN_881534,CUST_19445,2025-06-02 21:17:29,34,MX,1,110.67,110.67,Debit Card,Express,16,False,0.0,17.72,21,False,False,False,False,False
TXN_485274,CUST_56085,2025-01-27 18:46:22,63,DE,1,164.61,164.61,PayPal,Express,32,False,0.0,13.8,6,False,False,False,True,False
TXN_275516,CUST_56110,2025-05-01 05:11:56,42,CA,2,59.51,119.03,PayPal,Priority,44,False,0.0,16.07,26,True,False,False,False,False
TXN_135296,CUST_28740,2025-04-24 17:49:51,29,BR,4,140.87,563.48,Apple Pay,Standard,19,False,0.0,23.19,11,False,False,False,False,False
TXN_246486,CUST_88283,2025-06-20 03:55:37,67,FR,16,75.58,1209.22,Cryptocurrency,Economy,4,False,0.0,18.98,17,True,False,True,False,True
TXN_311098,CUST_65775,2025-01-13 07:14:54,41,US,4,228.49,913.96,Debit Card,Standard,10,True,10.4,17.59,11,False,True,False,False,False
TXN_349883,CUST_86901,2024-10-10 16:21:11,47,DE,3,31.85,95.54,Debit Card,Express,22,False,0.0,17.74,14,False,False,False,False,False
TXN_152377,CUST_51142,2025-03-18 19:48:42,28,DE,3,271.11,813.32,Credit Card,Express,30,False,0.0,14.35,26,False,True,True,False,False
TXN_516344,CUST_53392,2024-11-14 10:37:24,46,US,4,284.14,1136.54,Credit Card,Standard,1,False,0.0,11.87,10,False,False,False,False,False
TXN_924619,CUST_32411,2024-08-15 00:13:10,25,CA,10,46.85,468.55,Wire Transfer,Standard,3,True,27.4,9.13,27,False,False,True,False,True
TXN_825252,CUST_66448,2025-06-25 23:50:50,28,BR,2,121.58,243.15,PayPal,Express,17,False,0.0,23.0,5,False,False,False,False,False
TXN_723509,CUST_32996,2025-06-22 21:08:18,35,AU,3,82.74,248.21,Debit Card,Express,47,False,0.0,21.21,27,True,False,False,False,False
TXN_978053,CUST_26937,2025-04-16 18:32:15,56,BR,3,84.3,252.89,Apple Pay,Standard,48,False,0.0,19.57,24,True,True,False,False,False
TXN_265238,CUST_52731,2025-04-13 21:25:08,22,CA,1,228.54,228.54,Apple Pay,Standard,6,True,43.1,20.03,18,False,False,False,False,False
TXN_815474,CUST_74824,2024-07-13 21:04:09,38,AU,2,179.71,359.41,Credit Card,Express,3,False,0.0,21.87,29,True,False,False,False,False
TXN_902195,CUST_38365,2025-04-17 02:07:55,19,AU,4,97.13,388.52,Cryptocurrency,Economy,0,False,0.0,9.22,12,False,True,True,False,True
TXN_644943,CUST_46726,2024-11-16 14:47:12,32,IN,3,175.33,526.0,Apple Pay,Express,38,False,0.0,5.6,20,True,False,False,False,False
TXN_151122,CUST_51390,2025-05-07 14:07:31,79,BR,4,14.12,56.47,PayPal,Economy,2,False,0.0,21.46,2,True,False,False,False,True
TXN_128728,CUST_12214,2025-07-03 04:19:48,72,FR,12,85.94,1031.23,PayPal,Standard,3,False,0.0,16.68,11,True,False,False,False,True
TXN_602217,CUST_99949,2024-10-16 16:23:42,20,BR,4,268.78,1075.12,PayPal,Priority,1,False,0.0,13.63,2,False,False,False,False,False
TXN_941102,CUST_27022,2025-06-06 02:32:36,28,CA,4,174.66,698.64,Apple Pay,Standard,28,False,0.0,21.98,25,False,False,True,False,False
TXN_263467,CUST_23231,2024-09-29 09:52:56,65,AU,2,99.88,199.76,Debit Card,Express,2,False,0.0,24.06,13,False,False,False,False,False
TXN_478448,CUST_50648,2025-02-28 13:35:50,64,CA,3,163.64,490.93,PayPal,Express,22,False,0.0,9.96,23,False,False,False,False,False
TXN_826961,CUST_25857,2024-07-18 01:54:33,31,MX,3,247.58,742.75,Credit Card,Express,27,False,0.0,5.59,24,False,False,False,False,False
TXN_132653,CUST_39589,2024-08-16 17:26:43,63,MX,4,118.66,474.63,Apple Pay,Express,49,True,15.3,12.65,25,False,False,False,True,False
TXN_238071,CUST_60468,2025-04-08 00:50:54,42,MX,19,41.41,786.75,Credit Card,Standard,4,False,0.0,14.89,21,False,False,False,False,True
TXN_163592,CUST_14462,2025-01-20 19:11:35,44,AU,3,39.23,117.69,Wire Transfer,Economy,4,True,6.1,8.46,18,True,False,True,False,True
TXN_670159,CUST_77784,2025-02-19 02:43:36,64,GB,2,116.35,232.71,Apple Pay,Priority,6,False,0.0,24.7,26,True,False,False,False,False
TXN_143788,CUST_90740,2025-05-17 01:53:05,63,BR,1,152.89,152.89,Debit Card,Express,41,False,0.0,12.73,5,False,False,False,False,False
TXN_271508,CUST_66860,2024-12-07 01:13:15,70,GB,7,46.87,328.07,Wire Transfer,Standard,1,False,0.0,9.1,19,True,False,True,True,True
TXN_115108,CUST_73958,2024-09-20 01:54:03,64,FR,2,254.98,509.96,Apple Pay,Express,17,False,0.0,12.93,27,False,False,False,False,False
TXN_136893,CUST_35473,2024-08-14 00:24:42,41,US,2,85.87,171.74,Debit Card,Standard,43,False,0.0,19.21,18,False,False,False,False,False
TXN_319812,CUST_28589,2025-03-17 00:30:14,22,GB,3,129.52,388.55,PayPal,Express,4,False,0.0,16.25,24,False,False,False,False,False
TXN_229602,CUST_11422,2024-08-30 14:28:15,73,IN,2,288.4,576.8,PayPal,Standard,10,False,0.0,13.95,23,False,False,True,False,False
TXN_131819,CUST_55376,2025-03-17 01:51:14,19,CA,3,28.3,84.89,Apple Pay,Express,28,True,18.0,22.39,17,False,False,True,True,False
TXN_880882,CUST_14177,2025-01-27 01:20:12,54,IN,4,187.04,748.14,Apple Pay,Standard,47,False,0.0,8.35,5,False,False,False,False,False
TXN_149746,CUST_25564,2024-10-09 06:12:52,56,MX,2,14.28,28.56,Cryptocurrency,Standard,3,True,44.5,11.34,25,True,False,False,True,True
TXN_155908,CUST_34541,2025-06-15 01:54:06,62,AU,18,59.33,1067.88,PayPal,Standard,0,False,0.0,20.54,15,True,True,False,True,True
TXN_137551,CUST_96658,2024-07-09 09:25:26,76,AU,1,181.64,181.64,PayPal,Standard,25,False,0.0,11.62,22,False,False,False,False,False
TXN_264192,CUST_58396,2025-05-31 07:45:29,70,IN,2,256.77,513.53,PayPal,Express,19,False,0.0,21.33,21,False,False,False,False,False
TXN_712342,CUST_76397,2025-03-31 07:42:21,39,CA,3,245.65,736.96,Debit Card,Express,18,False,0.0,15.46,29,False,False,False,False,False
